,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTimes90DaysLate,age,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
140268,0,0,64,0,1.0,0
71076,0,0,23,0,0.0,0
47661,1,0,43,0,3.0,0
55053,0,0,30,0,0.0,1
45498,1,0,46,0,4.0,0
148220,0,0,41,0,2.0,0
22879,0,0,65,0,1.0,0
37019,0,0,66,0,0.0,0
21527,0,0,48,0,0.0,0
123706,1,0,35,0,0.0,0
143317,0,0,79,0,0.0,0
29286,1,0,39,1,0.0,0
98298,0,0,25,0,0.0,0
11472,0,0,54,0,5.0,0
74416,0,0,53,0,0.0,0
82590,0,0,68,0,0.0,0
96689,3,0,55,0,3.0,0
68135,0,0,28,0,0.0,0
40724,0,0,49,0,0.0,0
131929,2,0,30,0,1.0,0
59472,1,0,65,0,1.0,0
74475,0,0,57,0,1.0,0
67828,0,1,60,2,0.0,1
31124,0,0,61,0,0.0,0
69683,0,0,64,0,0.0,0
83137,0,0,56,0,1.0,0
98058,0,1,62,0,0.0,1
10653,0,0,50,0,0.0,0
58820,0,0,70,0,1.0,0
67334,0,0,59,0,0.0,0
146760,0,0,51,0,1.0,0
29812,0,0,62,0,1.0,0
111360,0,0,71,1,0.0,1
26180,0,0,62,0,1.0,0
67540,0,0,46,0,0.0,0
40556,0,0,27,0,0.0,0
62905,0,0,27,0,0.0,0
6091,0,0,60,0,0.0,0
6321,0,0,78,0,0.0,0
45907,0,0,59,0,0.0,0
3557,0,0,50,0,0.0,0
35797,0,0,40,0,1.0,0
58634,0,0,68,0,0.0,0
67847,0,0,58,0,1.0,0
149443,1,0,43,0,2.0,0
14800,0,0,58,0,0.0,0
119201,0,0,44,0,0.0,0
54411,0,0,63,0,0.0,0
22396,0,0,79,0,0.0,0
34214,0,0,46,0,0.0,0
141603,0,0,53,0,1.0,0
77163,0,0,38,0,3.0,0
108342,0,0,26,0,0.0,0
49621,0,1,41,0,4.0,1
3640,0,0,45,0,0.0,0
91285,0,0,57,0,2.0,0
132551,0,0,73,0,1.0,0
125495,0,0,39,0,2.0,0
15442,0,0,65,0,1.0,0
35672,1,0,30,0,2.0,0
100133,0,0,50,0,1.0,0
62448,0,0,36,0,0.0,0
89962,1,0,34,0,0.0,0
133255,0,0,77,0,0.0,0
31519,0,0,48,0,1.0,0
112860,0,0,71,0,0.0,0
89689,0,0,38,0,1.0,0
38349,0,0,37,0,2.0,1
104881,0,0,41,0,0.0,0
82597,0,0,40,0,1.0,0
27187,0,0,57,0,3.0,0
87872,0,0,55,0,1.0,0
90898,1,0,61,0,1.0,0
64229,0,0,38,0,0.0,0
122789,0,0,68,0,0.0,0
12539,0,0,72,0,0.0,0
121747,0,0,47,0,1.0,0
59421,1,0,31,0,0.0,0
115893,0,0,49,0,0.0,0
147309,0,0,25,0,0.0,0
83365,2,0,46,1,1.0,0
140534,0,0,47,0,0.0,0
71440,0,0,54,0,1.0,0
146209,0,0,44,0,1.0,0
18991,0,1,59,0,1.0,0
74150,0,0,45,0,0.0,0
85436,0,0,71,0,1.0,0
43635,0,0,60,1,0.0,1
4500,0,0,24,0,0.0,0
10548,0,0,68,0,0.0,0
71148,0,0,59,0,0.0,0
14430,1,0,36,0,3.0,0
9233,0,0,60,0,2.0,0
126277,0,0,48,0,0.0,0
120158,0,0,41,0,2.0,0
143250,0,0,80,0,0.0,0
50813,0,0,44,0,2.0,0
93758,0,0,73,0,0.0,0
6238,0,0,43,0,0.0,0
67608,0,0,30,1,0.0,0
131001,0,0,67,0,0.0,0
46907,0,0,68,0,0.0,0
28744,0,0,40,0,2.0,0
45161,0,0,41,0,4.0,0
3480,0,0,70,0,0.0,0
59082,0,0,69,0,0.0,0
43087,2,0,53,0,0.0,0
144596,0,0,46,0,2.0,0
137194,0,0,54,0,1.0,0
107226,0,0,39,0,0.0,0
23161,0,0,47,0,2.0,1
70967,0,0,52,0,1.0,0
54129,0,0,46,0,3.0,0
148479,0,0,41,0,0.0,0
48964,0,0,97,0,0.0,0
7191,0,0,28,0,1.0,0
31885,0,0,32,0,0.0,0
60616,0,0,41,0,1.0,0
138012,0,1,35,0,0.0,1
108719,0,0,38,0,0.0,0
40046,1,0,34,0,1.0,0
115872,0,0,37,0,0.0,0
7986,0,0,43,0,2.0,0
123616,0,0,49,0,0.0,0
20629,0,0,59,0,0.0,0
70536,4,3,52,1,2.0,1
99786,0,0,27,0,0.0,0
32086,0,0,53,0,2.0,0
139187,0,0,62,0,1.0,0
19417,2,2,42,3,0.0,0
23886,0,0,42,0,2.0,0
118812,1,0,46,1,2.0,0
82368,0,0,33,0,0.0,0
148302,0,0,74,0,0.0,0
147890,0,0,63,0,0.0,0
61056,0,0,57,0,1.0,0
76197,0,0,30,0,2.0,0
115027,3,0,48,0,1.0,1
27970,0,0,69,0,0.0,0
148633,1,1,70,1,0.0,0
148147,0,0,67,0,0.0,0
145428,0,0,36,0,2.0,0
77614,1,0,64,0,2.0,0
148478,1,0,87,0,0.0,0
773,0,0,32,0,1.0,0
72377,0,0,60,0,0.0,0
86749,1,0,56,0,0.0,0
14296,0,0,52,0,2.0,0
70404,0,0,72,0,0.0,0
75557,1,0,39,2,0.0,0
117611,0,0,46,0,2.0,0
53742,0,0,40,0,0.0,0
80716,0,0,65,0,0.0,0
63825,0,0,46,0,2.0,0
60158,0,0,55,0,1.0,0
68193,0,0,75,0,0.0,0
105853,0,0,24,0,0.0,0
30633,1,0,56,0,0.0,0
44043,0,0,52,0,0.0,0
82304,0,0,51,0,2.0,1
99845,1,0,56,0,0.0,0
54047,0,0,53,0,0.0,0
149055,0,0,31,0,0.0,0
54099,0,0,59,0,0.0,0
54303,0,0,55,0,1.0,0
50834,1,2,70,2,0.0,1
131696,0,0,41,0,1.0,0
86021,0,0,52,0,2.0,0
149186,0,0,23,0,0.0,0
80828,0,0,62,0,1.0,0
119453,0,0,41,0,0.0,0
26152,0,0,46,0,3.0,0
31488,0,0,65,0,0.0,0
45197,0,0,44,0,3.0,0
77312,1,0,55,0,3.0,1
137777,0,0,32,0,1.0,0
46747,0,0,37,0,0.0,0
84886,0,0,81,0,0.0,0
113513,0,0,55,0,0.0,0
144129,1,0,53,0,0.0,0
75051,1,0,33,0,0.0,0
21757,1,0,46,2,0.0,1
56737,0,0,78,0,0.0,0
55033,1,0,49,0,1.0,0
44283,0,1,78,0,1.0,0
108561,0,0,74,0,0.0,0
59514,0,0,60,0,0.0,0
57204,0,0,52,0,2.0,0
87753,1,0,46,0,3.0,1
101532,0,0,58,0,3.0,0
70806,0,0,51,0,2.0,0
69222,0,0,29,0,0.0,0
54118,1,0,63,0,1.0,0
108723,1,0,53,0,2.0,0
147409,1,1,43,1,0.0,1
308,0,0,51,0,2.0,0
136756,0,0,74,0,0.0,0
14653,0,0,31,0,0.0,0
49483,0,0,52,0,0.0,0
113741,0,0,79,0,1.0,0
75228,0,0,54,0,2.0,0
122410,0,0,27,0,0.0,0
46761,0,0,31,0,0.0,0
138121,0,0,45,0,3.0,1
72921,0,0,53,0,3.0,0
16016,0,0,60,0,0.0,0
12582,0,0,46,0,2.0,0
16764,0,0,51,0,0.0,0
39119,5,0,47,1,4.0,1
18900,1,0,54,0,0.0,0
3948,0,0,52,0,0.0,0
125279,0,0,35,0,0.0,0
123035,0,0,69,0,0.0,0
60553,0,0,34,0,0.0,0
3735,0,0,25,0,0.0,0
70955,0,0,82,0,1.0,0
32560,0,0,65,0,0.0,0
104327,0,0,43,0,2.0,0
122285,0,0,42,0,4.0,1
109570,0,0,57,0,2.0,0
75361,0,0,36,0,0.0,0
41795,0,0,57,0,1.0,0
122187,3,0,56,0,1.0,1
137475,0,0,27,0,0.0,0
25189,1,0,29,0,0.0,0
93906,0,0,67,0,1.0,0
149979,0,0,55,0,0.0,1
73037,0,0,57,0,1.0,0
69951,0,0,63,0,0.0,0
95731,0,0,33,0,0.0,0
87875,0,0,48,0,4.0,0
7836,0,1,50,0,2.0,1
38061,0,0,47,0,1.0,0
83969,0,0,38,0,3.0,0
133249,0,0,36,0,0.0,0
106957,0,0,55,0,3.0,0
86982,1,0,36,0,4.0,0
15972,0,1,34,0,1.0,0
141569,0,0,26,0,0.0,0
80466,0,0,65,0,0.0,0
127333,0,0,23,0,0.0,0
18743,3,0,50,2,3.0,1
44556,0,0,44,0,4.0,0
84150,0,0,56,0,0.0,0
102452,0,0,43,0,3.0,0
113712,0,0,23,0,0.0,0
127614,0,0,59,0,1.0,0
18127,1,0,56,0,2.0,0
49021,0,0,52,0,3.0,0
91800,0,0,38,0,0.0,0
12790,0,0,59,0,0.0,0
30379,0,0,60,0,0.0,0
77860,0,0,45,0,0.0,0
123125,0,0,64,0,0.0,0
97605,0,0,49,0,2.0,0
117774,0,0,52,0,0.0,0
53583,0,0,43,0,0.0,0
93606,1,0,42,0,4.0,0
57070,0,0,81,0,0.0,0
56233,0,0,49,0,3.0,0
74323,0,0,60,0,0.0,0
42626,0,0,48,0,1.0,0
3894,0,0,54,0,0.0,0
103124,0,0,47,0,0.0,0
95436,0,1,42,0,1.0,0
53072,0,0,35,0,0.0,0
14669,2,0,32,2,2.0,0
72925,1,0,39,0,0.0,0
92649,0,0,78,0,0.0,0
49192,0,0,77,0,0.0,0
74412,0,0,46,0,0.0,0
106643,0,0,78,0,0.0,0
55246,1,0,84,0,0.0,0
52574,0,0,37,0,0.0,0
11640,0,0,42,0,2.0,0
142341,0,0,45,0,1.0,0
141112,0,0,52,0,3.0,0
105100,0,0,39,0,2.0,0
133042,0,0,66,0,0.0,0
3260,0,0,58,0,1.0,0
135327,0,0,24,0,0.0,0
89556,0,0,82,0,0.0,0
63588,0,0,70,0,0.0,0
146308,0,0,32,0,0.0,0
40773,0,0,82,0,0.0,0
19384,0,0,73,0,0.0,0
2304,0,0,76,0,0.0,0
83822,0,0,59,0,1.0,0
58772,0,0,53,0,0.0,0
67822,0,0,60,0,0.0,0
89965,0,0,51,0,1.0,0
96699,0,0,26,0,0.0,0
52640,1,2,53,0,0.0,1
9546,0,0,28,0,0.0,0
52753,0,0,33,0,2.0,0
127910,2,0,53,0,1.0,0
57040,0,0,47,0,1.0,0
61854,0,0,34,0,0.0,0
84036,1,0,58,0,0.0,0
81736,0,0,56,0,1.0,0
80846,1,0,39,0,2.0,0
100015,0,0,57,0,1.0,0
40270,1,0,49,0,0.0,0
2598,0,0,62,0,0.0,0
73923,1,0,63,0,1.0,0
74657,0,0,30,0,0.0,0
3940,1,0,59,0,2.0,0
108535,2,1,47,0,3.0,0
58575,0,3,28,0,0.0,1
37813,2,0,43,0,0.0,1
83702,0,0,42,0,0.0,0
75163,0,0,35,0,0.0,0
67657,0,0,65,0,1.0,0
137209,0,0,78,0,0.0,0
53171,0,0,64,0,0.0,0
101946,0,0,23,0,0.0,0
57193,0,0,42,0,0.0,0
83738,0,0,38,0,0.0,0
71593,0,0,51,0,2.0,0
44087,0,0,52,0,2.0,0
127235,0,0,45,0,2.0,0
23432,0,0,43,0,0.0,0
52608,0,0,27,0,0.0,1
110771,0,0,37,0,2.0,0
108659,0,0,58,0,3.0,1
81152,0,4,49,0,1.0,1
128761,0,1,49,1,1.0,1
31484,0,0,49,0,2.0,0
137937,0,0,79,0,1.0,0
7319,0,0,96,0,0.0,0
117488,0,0,54,0,0.0,0
99238,0,0,22,0,3.0,0
82682,0,0,57,0,2.0,0
86995,0,0,47,0,1.0,0
68585,0,0,43,0,2.0,0
96941,98,98,27,98,3.0,1
141364,0,0,53,0,0.0,1
122931,0,0,63,0,0.0,0
90807,0,0,45,0,4.0,0
126423,0,0,78,0,0.0,0
77996,0,0,55,0,0.0,0
128972,0,0,47,0,0.0,0
31023,0,0,35,0,0.0,0
27814,0,0,56,0,2.0,0
89704,0,0,56,0,0.0,0
125017,0,0,47,1,1.0,0
29240,0,0,24,0,0.0,0
15769,0,0,31,0,0.0,0
132684,1,0,60,0,2.0,0
30674,1,0,62,0,0.0,0
38295,0,0,54,0,0.0,0
103326,0,0,73,0,1.0,0
52110,0,0,50,0,1.0,0
141818,0,0,61,0,0.0,0
91689,0,0,57,0,1.0,0
133021,0,0,51,0,2.0,0
42866,0,0,76,0,0.0,0
38658,0,0,30,0,1.0,1
40307,0,0,54,1,3.0,1
53099,0,0,70,0,0.0,0
98577,0,0,50,0,0.0,0
126346,0,0,56,0,1.0,0
5693,0,0,50,0,1.0,0
1518,0,0,73,0,0.0,0
44671,0,0,55,0,2.0,0
50822,0,0,34,0,2.0,0
14713,0,0,34,0,0.0,0
25824,0,0,74,0,0.0,0
141524,0,0,57,0,1.0,0
102043,0,0,46,0,0.0,0
65940,0,0,77,0,0.0,0
28719,0,0,60,0,0.0,0
68780,0,0,35,0,0.0,0
80698,0,0,51,0,0.0,0
20080,0,0,53,0,0.0,0
16757,1,0,79,0,0.0,0
31529,0,0,45,0,0.0,0
66120,0,0,69,0,0.0,0
111274,1,0,53,0,0.0,0
22415,0,0,42,0,3.0,0
79957,0,0,38,0,0.0,0
73522,2,0,47,0,0.0,0
23043,0,0,28,0,1.0,1
94244,1,0,47,0,0.0,1
61528,0,0,65,0,0.0,0
6773,0,0,49,0,2.0,0
58253,0,0,51,0,0.0,0
104933,0,0,49,0,3.0,0
113428,0,0,35,0,0.0,0
13715,1,0,57,2,0.0,1
87995,0,0,29,0,0.0,0
49930,0,0,55,0,0.0,0
11829,0,0,73,0,1.0,0
60169,0,0,83,1,0.0,0
5784,0,0,41,0,0.0,0
45018,1,0,52,0,0.0,0
21283,0,0,40,0,0.0,0
99161,0,1,47,0,1.0,0
127292,1,0,60,0,2.0,0
148594,0,0,25,0,0.0,0
28248,0,0,34,0,3.0,0
85453,0,0,36,0,1.0,0
23733,0,0,39,0,0.0,0
14848,1,0,52,0,1.0,0
145586,0,0,62,0,0.0,0
50178,4,1,52,0,0.0,0
84032,0,0,77,0,0.0,0
101752,0,0,68,0,0.0,0
26113,0,0,39,0,1.0,0
30158,0,0,44,0,2.0,0
69682,0,0,48,0,0.0,1
34695,0,0,73,0,0.0,0
143065,0,0,50,0,1.0,0
100825,0,0,77,0,0.0,0
108409,0,0,26,0,0.0,0
62197,1,0,51,0,2.0,0
41090,0,0,47,0,2.0,0
24840,0,0,46,0,1.0,0
88488,0,0,30,0,0.0,0
98962,0,0,79,0,1.0,0
33752,0,0,41,0,2.0,0
20441,5,1,37,0,0.0,1
45836,0,0,46,0,1.0,0
79251,0,0,31,0,0.0,0
148025,0,0,54,0,1.0,0
7168,0,0,33,0,2.0,0
140773,2,0,43,0,3.0,0
146912,0,0,42,0,3.0,0
116159,0,0,86,0,0.0,0
49593,0,0,58,0,0.0,0
128463,0,0,38,0,3.0,0
5087,0,0,53,0,0.0,0
96579,0,0,64,0,0.0,0
139398,0,0,22,0,0.0,0
15061,2,0,64,0,0.0,0
133423,0,0,33,0,1.0,0
103900,0,0,75,0,0.0,0
91835,0,0,62,0,2.0,0
132484,0,0,75,0,0.0,0
26620,0,0,59,0,1.0,0
96511,0,0,55,0,5.0,0
13020,0,0,61,0,2.0,0
87324,1,0,86,0,0.0,0
49838,0,0,54,0,3.0,0
60931,0,0,64,0,1.0,0
5122,1,0,43,0,2.0,1
125857,0,1,39,0,0.0,0
99866,0,0,41,0,2.0,0
54364,0,0,82,0,1.0,0
61636,0,0,63,0,0.0,0
106674,0,0,74,0,0.0,0
61794,0,0,35,0,0.0,0
121847,2,0,60,0,1.0,0
40072,0,0,46,0,1.0,1
58742,0,0,42,0,0.0,0
101322,2,0,36,0,1.0,1
48353,0,0,67,0,0.0,0
58931,0,0,64,0,0.0,0
61290,0,0,61,0,0.0,0
43100,0,0,55,0,1.0,0
7016,0,0,54,0,1.0,0
15162,0,0,67,0,1.0,0
99989,4,0,58,0,0.0,0
120731,0,0,40,0,2.0,0
130788,0,0,28,0,0.0,0
67866,0,0,47,0,1.0,0
60218,0,1,61,0,0.0,1
134086,0,0,44,0,2.0,0
131348,0,0,53,0,0.0,0
108784,0,1,32,0,1.0,1
101710,0,0,56,0,0.0,0
19194,0,0,50,0,0.0,0
49404,0,0,68,0,0.0,0
134873,0,0,63,0,0.0,0
52249,0,0,52,0,3.0,0
72378,0,0,55,0,1.0,0
104383,0,0,45,0,0.0,0
102526,0,0,57,0,1.0,0
107813,0,0,44,0,0.0,0
93868,0,0,65,0,0.0,0
43451,0,0,30,0,0.0,0
600,0,0,70,0,0.0,0
31641,0,0,46,0,2.0,0
116108,0,0,61,0,0.0,0
95671,1,4,30,1,1.0,1
82895,0,0,58,0,0.0,0
89635,0,0,56,0,0.0,0
49744,0,0,56,0,1.0,0
36223,0,0,53,0,0.0,0
98991,2,0,56,0,1.0,0
56437,0,0,56,0,1.0,0
97712,3,0,35,0,1.0,0
76438,0,0,49,0,1.0,0
112515,0,0,49,0,0.0,0
33846,0,0,62,0,0.0,0
55694,0,0,74,0,0.0,0
124034,0,0,63,0,0.0,0
133787,1,0,51,0,0.0,0
10546,0,0,54,0,3.0,0
32437,0,0,49,0,1.0,0
84672,0,0,48,0,2.0,0
4235,0,0,45,0,0.0,1
81214,0,0,53,0,0.0,0
18930,0,0,41,0,3.0,0
29954,2,1,39,1,2.0,0
85769,0,0,60,0,0.0,0
133563,0,0,38,0,2.0,0
139974,0,0,53,0,0.0,0
57764,0,0,64,0,1.0,0
58743,0,0,35,0,0.0,0
113011,0,0,51,0,2.0,0
88211,1,2,50,2,2.0,1
97752,0,0,51,0,1.0,0
80112,0,0,26,0,0.0,0
59491,0,0,46,1,2.0,1
58631,3,0,40,0,1.0,0
7231,0,0,37,0,2.0,0
99631,0,0,30,0,3.0,0
86974,0,0,80,0,0.0,0
146196,0,0,34,0,0.0,0
126364,0,0,54,0,0.0,0
122707,0,0,40,0,0.0,1
71071,0,0,63,1,0.0,0
14240,0,0,45,0,1.0,0
17959,0,0,58,0,4.0,0
5484,0,0,37,0,1.0,0
100099,0,0,47,0,4.0,0
140887,5,1,57,2,0.0,0
125508,0,0,70,0,0.0,0
32973,0,0,54,0,0.0,1
38334,2,0,55,0,1.0,0
60105,0,0,74,0,0.0,0
44260,0,0,38,0,2.0,0
130943,0,0,43,0,2.0,0
14047,0,0,49,0,0.0,0
64597,0,0,36,0,3.0,0
128751,0,0,43,0,0.0,0
13017,0,0,57,0,1.0,0
11722,0,0,79,0,0.0,0
79486,1,0,53,0,0.0,1
38391,0,0,40,0,3.0,0
140068,0,0,28,0,0.0,0
61970,0,1,37,1,1.0,0
138278,0,0,41,0,2.0,0
4190,1,0,55,0,0.0,0
103189,0,0,33,0,0.0,0
86780,0,0,31,0,0.0,0
121525,0,0,46,0,0.0,0
14907,0,0,55,0,1.0,0
73880,1,0,33,1,4.0,0
35604,0,0,41,0,0.0,0
124151,0,0,52,0,1.0,0
21956,0,0,69,0,0.0,1
95575,0,0,49,0,2.0,0
20173,0,1,27,0,0.0,0
25333,0,0,33,0,1.0,0
82568,0,0,39,0,0.0,0
99726,0,0,53,0,0.0,0
49470,0,0,37,0,2.0,0
49993,0,0,47,0,1.0,0
50768,0,0,73,0,0.0,0
8702,0,0,71,0,0.0,0
12348,0,0,56,0,0.0,0
142556,0,0,38,0,0.0,1
59772,0,0,56,0,0.0,0
19906,0,0,81,0,0.0,0
148839,1,0,70,0,0.0,0
97602,0,0,61,0,1.0,0
121849,0,0,52,0,0.0,0
40557,0,0,51,0,2.0,0
111024,0,0,50,0,1.0,1
41856,0,0,32,0,2.0,1
42229,0,0,47,0,2.0,0
100567,1,0,52,0,4.0,1
136772,0,0,58,0,0.0,0
49078,0,0,37,0,0.0,0
41703,0,0,66,0,0.0,0
54774,0,0,60,0,2.0,1
114772,0,0,64,0,0.0,0
125441,0,0,57,0,0.0,0
116897,0,0,29,0,0.0,0
143164,0,0,32,0,0.0,0
133966,3,0,74,0,0.0,0
26544,0,0,35,0,0.0,0
60752,0,0,50,0,1.0,0
85646,0,0,73,0,0.0,0
101028,0,0,62,0,1.0,0
61931,0,0,36,0,1.0,0
66913,1,0,34,0,1.0,0
60846,3,0,54,0,1.0,1
118133,1,0,39,0,1.0,0
133460,1,0,35,0,2.0,0
91055,0,0,49,0,0.0,0
126718,2,0,55,0,0.0,1
55114,0,0,89,0,0.0,0
32150,0,0,48,0,3.0,0
143465,0,0,48,0,2.0,0
43770,0,0,61,0,0.0,0
74371,1,0,61,0,3.0,1
86629,0,0,49,0,0.0,0
132069,1,0,68,0,0.0,0
60907,2,0,24,0,0.0,0
1442,0,0,53,0,0.0,0
86029,0,0,27,0,0.0,0
114852,0,0,72,0,0.0,0
74914,0,0,43,0,6.0,0
57378,2,0,45,0,0.0,0
120317,1,0,48,1,0.0,0
279,1,0,53,0,1.0,0
138383,0,0,78,0,0.0,0
88123,0,0,69,0,0.0,0
94968,0,0,76,0,0.0,0
123470,0,0,46,0,3.0,0
144111,0,0,65,0,1.0,0
72114,0,0,68,0,0.0,0
17750,0,0,88,0,0.0,0
69739,0,0,40,0,1.0,0
9938,0,0,55,0,1.0,0
54829,0,0,34,0,2.0,0
78473,0,0,60,0,0.0,0
3522,0,0,68,0,0.0,0
80455,0,0,72,0,0.0,0
103562,0,0,35,0,4.0,0
107947,0,0,46,0,1.0,0
80945,0,0,53,0,1.0,0
43741,0,0,77,0,1.0,0
137484,0,0,37,1,0.0,0
60916,0,0,46,0,0.0,0
9564,0,0,47,0,0.0,0
63873,1,0,26,0,1.0,1
81415,3,0,49,0,2.0,1
9717,0,0,39,0,3.0,0
7540,0,0,61,0,0.0,0
8625,0,0,36,0,1.0,0
5304,0,0,42,0,2.0,0
61218,0,0,47,0,2.0,0
6216,0,0,47,0,0.0,0
90692,0,0,40,0,1.0,0
91314,0,0,45,0,1.0,0
91518,0,0,42,0,2.0,0
131594,0,0,71,0,0.0,0
135747,0,0,45,0,0.0,0
106169,0,0,60,0,0.0,0
146122,2,0,81,0,0.0,0
54926,0,0,60,0,0.0,0
10495,0,0,54,0,0.0,0
128508,0,0,47,0,4.0,0
48089,0,0,63,0,0.0,0
63839,0,0,65,0,0.0,0
135799,0,0,66,0,0.0,0
49495,0,0,60,0,0.0,0
622,1,0,87,0,0.0,0
132475,0,0,56,0,0.0,0
15388,0,0,60,0,1.0,0
135200,0,0,31,0,0.0,0
28643,0,0,82,0,0.0,0
12757,3,1,61,1,0.0,1
103622,0,0,66,0,0.0,0
45322,0,0,40,0,1.0,0
134238,1,0,49,0,2.0,1
43806,0,0,30,1,0.0,0
114747,0,0,56,0,2.0,0
105829,0,0,65,0,0.0,0
9323,0,0,48,0,3.0,0
5184,0,0,59,0,2.0,0
131378,0,0,53,0,2.0,0
84984,0,0,49,0,3.0,0
60314,0,0,50,0,1.0,0
55821,0,0,31,0,0.0,0
129983,0,0,63,0,1.0,0
50930,0,0,56,0,0.0,0
5075,0,0,75,0,0.0,0
87595,0,0,56,0,1.0,0
39160,5,0,56,0,2.0,0
117699,0,0,53,0,0.0,0
22255,5,7,57,1,2.0,1
45713,0,0,52,0,1.0,0
72306,1,0,43,0,2.0,0
45638,0,0,30,0,2.0,0
124947,0,0,35,0,0.0,0
50406,0,0,42,0,2.0,0
120611,0,0,58,0,0.0,0
38011,0,0,55,0,1.0,0
71507,0,0,57,0,1.0,0
100047,0,0,56,0,1.0,0
11331,0,0,61,0,0.0,0
56546,0,0,58,0,0.0,0
34482,1,0,36,0,0.0,0
79381,0,0,44,0,0.0,0
96749,0,0,63,0,0.0,0
17725,1,0,45,1,1.0,1
140281,0,0,35,0,0.0,0
138484,1,0,46,1,0.0,0
119689,3,4,64,2,0.0,0
11824,0,0,50,0,2.0,0
1583,0,0,63,0,0.0,0
120256,0,0,60,0,0.0,0
112855,0,0,41,0,1.0,0
114380,0,0,58,0,1.0,0
137958,0,0,41,0,0.0,0
48986,0,0,49,0,0.0,0
133855,2,0,58,1,1.0,0
61768,1,0,78,0,1.0,0
22023,0,0,72,0,0.0,0
96581,0,0,62,0,0.0,0
136463,0,0,82,0,0.0,0
56352,0,0,68,0,0.0,0
119388,0,0,48,0,0.0,0
51824,0,0,39,0,0.0,0
99270,0,0,34,0,0.0,0
21825,0,0,43,0,3.0,0
49501,0,0,42,0,2.0,0
37703,1,0,39,0,1.0,0
135377,0,0,75,0,0.0,0
48150,0,0,45,0,2.0,0
69610,0,0,79,0,2.0,0
99420,0,0,23,0,0.0,0
93113,0,0,54,0,4.0,0
77948,0,0,62,0,1.0,0
67250,0,0,43,0,3.0,0
126012,0,0,78,0,1.0,0
77287,0,0,82,0,0.0,0
126032,0,0,27,0,0.0,0
55747,0,0,76,0,0.0,0
23830,0,0,49,0,1.0,0
16219,0,0,30,0,0.0,0
55965,2,0,28,0,0.0,0
42007,0,0,39,0,1.0,0
74208,0,0,29,0,2.0,0
63769,0,0,34,0,0.0,0
106372,0,0,71,0,0.0,0
2297,0,0,48,0,4.0,0
90826,0,0,52,0,1.0,0
70741,0,0,52,0,2.0,0
46800,0,0,60,0,1.0,0
15245,0,0,76,0,0.0,0
124949,0,0,45,0,2.0,0
100630,0,0,63,0,0.0,0
86014,0,0,45,0,0.0,0
71653,2,0,55,1,0.0,0
13269,0,0,57,0,1.0,0
23770,0,0,27,0,0.0,0
37348,0,0,62,0,0.0,0
105668,0,0,61,0,0.0,0
113362,0,0,42,0,0.0,0
25689,0,0,61,0,1.0,0
12225,0,0,68,0,1.0,0
75012,0,0,37,0,3.0,0
125738,1,0,56,0,2.0,0
138175,0,0,77,0,0.0,0
43641,2,0,44,0,2.0,0
67798,0,0,67,0,0.0,0
40235,0,0,51,0,3.0,0
82191,0,0,60,0,0.0,0
128547,0,0,34,0,2.0,0
84564,0,0,62,0,0.0,0
141095,1,0,54,0,3.0,1
120587,0,0,43,0,1.0,0
28509,0,0,24,0,1.0,0
144116,0,0,47,0,0.0,0
120888,0,0,32,0,0.0,1
83112,0,0,56,0,0.0,0
36080,0,0,64,0,3.0,0
12075,0,0,41,0,0.0,0
143341,0,0,63,0,0.0,0
94143,2,0,52,0,2.0,0
56153,0,0,63,0,0.0,0
21056,0,0,59,0,1.0,0
42741,0,0,54,0,2.0,0
135779,0,0,49,0,2.0,0
60548,2,0,40,0,0.0,0
93184,0,0,59,0,1.0,0
96323,0,0,51,0,0.0,0
135357,0,0,37,0,0.0,0
112121,0,2,42,2,2.0,0
16648,1,0,56,0,2.0,0
23500,0,0,71,0,0.0,0
9739,0,0,45,0,1.0,0
14483,0,0,43,0,3.0,0
44000,0,0,68,0,1.0,0
49612,1,0,58,0,0.0,0
124313,2,0,61,0,0.0,0
118892,0,2,38,1,0.0,0
134992,0,0,62,0,0.0,0
104167,0,0,47,0,0.0,0
13507,0,0,36,0,2.0,0
108712,0,0,63,0,0.0,0
135066,1,0,31,0,0.0,0
72541,0,0,54,0,0.0,0
112366,0,0,56,0,0.0,0
101540,0,0,56,0,0.0,0
42796,0,0,59,0,0.0,0
69115,2,1,39,0,0.0,1
33906,2,0,35,1,0.0,0
123515,0,0,63,0,0.0,0
41148,0,0,72,0,0.0,0
112094,0,0,51,0,2.0,0
34662,0,0,31,0,1.0,0
67018,0,0,29,0,1.0,0
35270,0,2,39,0,4.0,1
21388,0,0,62,0,0.0,0
129287,0,0,69,0,2.0,0
51914,0,0,61,0,1.0,0
89436,0,0,46,0,1.0,0
112635,0,0,51,0,0.0,0
101656,0,0,60,0,0.0,0
17468,0,0,50,0,1.0,0
110420,0,0,57,0,1.0,0
82179,0,0,59,0,2.0,0
8295,0,0,42,0,0.0,0
130698,1,0,39,0,0.0,0
78452,0,0,44,0,3.0,0
119887,0,0,56,0,2.0,0
23547,1,0,34,0,0.0,1
42484,0,0,31,0,0.0,0
16206,0,0,57,0,0.0,0
115984,0,0,63,0,2.0,0
8314,0,0,48,0,2.0,0
